RedFighter,BlueFighter,Winner
Ben Rothwell,Brandon Vera,Red
Erik Koch,Dustin Poirier,Blue
Jamie Varner,Gleison Tibau,Blue
Louis Gaudinot,Tim Elliott,Blue
Pascal Krauss,Hyun Gyu Lim,Blue
Chico Camus,Kyung Ho Kang,Red
Soa Palelei,Nikita Krylov,Red
Ryan Couture,Al Iaquinta,Blue
Jared Hamman,Magnus Cedenblad,Blue
Carlos Condit,Martin Kampmann,Red
Donald Cerrone,Rafael Dos Anjos,Blue
Kelvin Gastelum,Brian Melancon,Red
Court McGee,Robert Whittaker,Red
Takeya Mizugaki,Erik Perez,Red
Brad Tavares,Bubba McDaniel,Red
Dylan Andrews,Papy Abedi,Red
Justin Edwards,Brandon Thatch,Blue
Darren Elkins,Hatsu Hioki,Red
James Head,Jason High,Blue
Zak Cummings,Benny Alloway,Red
Mauricio Rua,Chael Sonnen,Blue
Alistair Overeem,Travis Browne,Blue
Urijah Faber,Iuri Alcantara,Red
Matt Brown,Mike Pyle,Red
Uriah Hall,John Howard,Blue
Joe Lauzon,Michael Johnson,Blue
Brad Pickett,Michael McDonald,Blue
Conor McGregor,Max Holloway,Red
Mike Brown,Steven Siler,Blue
Diego Brandao,Daniel Pineda,Red
Manvel Gamburyan,Cole Miller,Red
Cody Donovan,Ovince Saint Preux,Blue
Ramsey Nijem,James Vick,Blue
Jose Aldo,Chan Sung Jung,Red
Lyoto Machida,Phil Davis,Blue
Cezar Ferreira,Thiago Santos,Red
Thales Leites,Tom Watson,Red
John Lineker,Jose Maria,Red
Vinny Magalhaes,Anthony Perosh,Blue
Amanda Nunes,Sheila Gaff,Red
Sergio Moraes,Neil Magny,Red
Ian McCall,Iliarde Santos,Red
Rani Yahya,Josh Clopton,Red
Ednaldo Oliveira,Francimar Barroso,Blue
Viscardi Andrade,Bristol Marunde,Red
Demetrious Johnson,John Moraga,Red
Rory MacDonald,Jake Ellenberger,Red
Robbie Lawler,Bobby Voelker,Red
Liz Carmouche,Jessica Andrade,Red
Michael Chiesa,Jorge Masvidal,Blue
Danny Castillo,Tim Means,Red
Mac Danzig,Melvin Guillard,Blue
Yves Edwards,Daron Cruickshank,Blue
Ed Herman,Trevor Smith,Red
Julie Kedzie,Germaine de Randamie,Blue
Aaron Riley,Justin Salas,Blue
John Albert,Yaotzin Meza,Blue
Anderson Silva,Chris Weidman,Blue
Frankie Edgar,Charles Oliveira,Red
Tim Kennedy,Roger Gracie,Red
Mark Munoz,Tim Boetsch,Red
Cub Swanson,Dennis Siver,Red
Chris Leben,Andrew Craig,Blue
Norman Parke,Kazuki Tokudome,Red
Gabriel Gonzaga,Dave Herman,Red
Edson Barboza,Rafaello Oliveira,Red
Seth Baczynski,Brian Melancon,Blue
Mike Pierce,David Mitchell,Red
Rashad Evans,Dan Henderson,Red
Roy Nelson,Stipe Miocic,Blue
Ryan Jimmo,Igor Pokrajac,Red
Alexis Davis,Rosi Sexton,Red
Pat Barry,Shawn Jordan,Blue
Jake Shields,Tyron Woodley,Red
Sam Stout,James Krause,Blue
Sean Pierson,Kenny Robertson,Red
Roland Delorme,Edwin Figueroa,Red
Mitch Clarke,John Maguire,Red
Yves Jabouin,Dustin Pague,Red
Minotauro Nogueira,Fabricio Werdum,Blue
William Patolino,Leonardo Santos,Blue
Thiago Silva,Rafael Feijao,Red
Erick Silva,Jason High,Red
Daniel Sarafian,Eddie Mendez,Red
Rony Jason,Mike Wilkinson,Red
Raphael Assuncao,Vaughan Lee,Red
Godofredo Pepey,Felipe Arantes,Blue
Ildemar Alcantara,Leandro Silva,Red
Rodrigo Damm,Mizuto Hirota,Red
Caio Magalhaes,Karlos Vemola,Red
Antonio Braga Neto,Anthony Smith,Red
Cain Velasquez,Antonio Silva,Red
Junior Dos Santos,Mark Hunt,Red
Glover Teixeira,James Te Huna,Red
Gray Maynard,TJ Grant,Blue
Donald Cerrone,KJ Noons,Red
Mike Pyle,Rick Story,Red
Dennis Bermudez,Max Holloway,Red
Colton Smith,Robert Whittaker,Blue
Khabib Nurmagomedov,Abel Trujillo,Red
Stephen Thompson,Nah-Shon Burrell,Red
Brian Bowles,George Roop,Blue
Jeremy Stephens,Estevan Payan,Red
Vitor Belfort,Luke Rockhold,Red
Jacare Souza,Chris Camozzi,Red
Rafael Dos Anjos,Evan Dunham,Red
Rafael Natal,Joao Zeferino,Red
Hacran Dias,Nik Lentz,Blue
Francisco Trinaldo,Mike Rio,Red
Gleison Tibau,John Cholish,Red
Paulo Thiago,Michel Prazeres,Red
Iuri Alcantara,Iliarde Santos,Red
Fabio Maldonado,Roger Hollett,Red
John Lineker,Azamat Gashimov,Red
Jussier Formiga,Chris Cariaso,Red
Lucas Martins,Jeremy Larsen,Red
Jon Jones,Chael Sonnen,Red
Michael Bisping,Alan Belcher,Red
Roy Nelson,Cheick Kongo,Red
Phil Davis,Vinny Magalhaes,Red
Rustam Khabilov,Yancy Medeiros,Red
Gian Villante,Ovince Saint Preux,Blue
Sara McMann,Sheila Gaff,Red
Bryan Caraway,Johnny Bedford,Red
Leonard Garcia,Cody McKenzie,Blue
Steven Siler,Kurt Holobaugh,Red
Benson Henderson,Gilbert Melendez,Red
Frank Mir,Daniel Cormier,Blue
Nate Diaz,Josh Thomson,Blue
Matt Brown,Jordan Mein,Red
Chad Mendes,Darren Elkins,Red
Francis Carmont,Lorenz Larkin,Red
Ramsey Nijem,Myles Jury,Blue
Joseph Benavidez,Darren Uyenoyama,Red
Tim Means,Jorge Masvidal,Blue
TJ Dillashaw,Hugo Viana,Red
Anthony Njokuani,Roger Bowling,Red
Clifford Starks,Yoel Romero,Blue
Urijah Faber,Scott Jorgensen,Red
Uriah Hall,Kelvin Gastelum,Blue
Miesha Tate,Cat Zingano,Blue
Travis Browne,Gabriel Gonzaga,Red
Bubba McDaniel,Gilbert Smith,Red
Josh Samman,Kevin Casey,Red
Luke Barnatt,Collin Hart,Red
Dylan Andrews,Jimmy Quinlan,Red
Bristol Marunde,Clint Hester,Blue
Cole Miller,Bart Palaszewski,Red
Sam Sicilia,Maximo Blanco,Blue
Justin Lawrence,Daniel Pineda,Blue
Gegard Mousasi,Ilir Latifi,Red
Ryan Couture,Ross Pearson,Blue
Matt Mitrione,Philip De Fries,Red
Brad Pickett,Mike Easton,Red
Diego Brandao,Pablo Garza,Red
Akira Corassani,Robert Peralta,Red
Reza Madadi,Michael Johnson,Red
Tor Troeng,Adam Cella,Red
Chris Spang,Adlan Amagov,Blue
Marcus Brimage,Conor McGregor,Blue
Benny Alloway,Ryan LaFlare,Blue
Michael Kuiper,Tom Lawlor,Blue
Papy Abedi,Besam Yousef,Red
Georges St-Pierre,Nick Diaz,Red
Carlos Condit,Johny Hendricks,Blue
Jake Ellenberger,Nate Marquardt,Red
Nick Ring,Chris Camozzi,Blue
Mike Ricci,Colin Fletcher,Red
Patrick Cote,Bobby Voelker,Red
Antonio Carvalho,Darren Elkins,Blue
Dan Miller,Jordan Mein,Blue
John Makdessi,Daron Cruickshank,Red
Rick Story,Quinn Mulhern,Red
TJ Dillashaw,Issei Tamura,Red
George Roop,Reuben Duran,Red
Wanderlei Silva,Brian Stann,Red
Stefan Struve,Mark Hunt,Blue
Takanori Gomi,Diego Sanchez,Blue
Yushin Okami,Hector Lombard,Red
Mizuto Hirota,Rani Yahya,Blue
Dong Hyun Kim,Siyar Bahadurzada,Red
Riki Fukuda,Brad Tavares,Blue
Takeya Mizugaki,Bryan Caraway,Red
Cristiano Marcello,Kazuki Tokudome,Blue
Marcelo Guimaraes,Hyun Gyu Lim,Blue
Ronda Rousey,Liz Carmouche,Red
Lyoto Machida,Dan Henderson,Red
Urijah Faber,Ivan Menjivar,Red
Court McGee,Josh Neer,Red
Josh Koscheck,Robbie Lawler,Blue
Brendan Schaub,Lavar Johnson,Red
Michael Chiesa,Anton Kuivanen,Red
Dennis Bermudez,Matt Grice,Red
Sam Stout,Caros Fodor,Red
Kenny Robertson,Brock Jardine,Red
Jon Manley,Neil Magny,Blue
Nah-Shon Burrell,Yuri Villefort,Red
Renan Barao,Michael McDonald,Red
Cub Swanson,Dustin Poirier,Red
Jimi Manuwa,Cyrille Diabate,Red
Gunnar Nelson,Jorge Santiago,Red
James Te Huna,Ryan Jimmo,Red
Terry Etim,Renee Forte,Blue
Paul Sass,Danny Castillo,Blue
Andy Ogle,Josh Grispi,Red
Tom Watson,Stanislav Nedkov,Red
Vaughan Lee,Motonobu Tezuka,Red
Phil Harris,Ulysses Gomez,Red
Jose Aldo,Frankie Edgar,Red
Rashad Evans,Rogerio Nogueira,Blue
Alistair Overeem,Antonio Silva,Blue
Jon Fitch,Demian Maia,Blue
Joseph Benavidez,Ian McCall,Red
Gleison Tibau,Evan Dunham,Blue
Tyron Woodley,Jay Hieron,Red
Jacob Volkmann,Bobby Green,Blue
Yves Edwards,Isaac Vallie-Flagg,Blue
Chico Camus,Dustin Kimura,Blue
Edwin Figueroa,Francisco Rivera,Blue
Demetrious Johnson,John Dodson,Red
Rampage Jackson,Glover Teixeira,Blue
Anthony Pettis,Donald Cerrone,Red
Erik Koch,Ricardo Lamas,Blue
TJ Grant,Matt Wiman,Red
Clay Guida,Hatsu Hioki,Red
Mike Stumpf,Pascal Krauss,Blue
Ryan Bader,Vladimir Matyushenko,Red
Mike Russow,Shawn Jordan,Blue
Rafael Natal,Sean Spencer,Red
Simeon Thoresen,David Mitchell,Blue
Vitor Belfort,Michael Bisping,Red
Daniel Sarafian,CB Dollaway,Blue
Gabriel Gonzaga,Ben Rothwell,Red
Thiago Tavares,Khabib Nurmagomedov,Blue
Godofredo Pepey,Milton Vieira,Red
Ronny Markes,Andrew Craig,Red
Diego Nunes,Nik Lentz,Blue
Edson Barboza,Lucas Martins,Red
Wagner Prado,Ildemar Alcantara,Blue
Francisco Trinaldo,CJ Keith,Red
Junior Dos Santos,Cain Velasquez,Blue
Jim Miller,Joe Lauzon,Red
Tim Boetsch,Costas Philippou,Blue
Yushin Okami,Alan Belcher,Red
Chris Leben,Derek Brunson,Blue
Brad Pickett,Eddie Wineland,Blue
Erik Perez,Byron Bloodworth,Red
Melvin Guillard,Jamie Varner,Blue
Michael Johnson,Myles Jury,Blue
Philip De Fries,Todd Duffee,Blue
Leonard Garcia,Max Holloway,Blue
Chris Cariaso,John Moraga,Blue
Roy Nelson,Matt Mitrione,Red
Colton Smith,Mike Ricci,Red
Pat Barry,Shane del Rosario,Red
Dustin Poirier,Jonathan Brookins,Red
Mike Pyle,James Head,Red
Johnny Bedford,Marcos Vinicius,Red
Vinc Pichel,Rustam Khabilov,Blue
TJ Waldburger,Nick Catone,Red
Reuben Duran,Hugo Viana,Blue
Mike Rio,John Cofer,Red
Jared Papazian,Tim Elliott,Blue
George Sotiropoulos,Ross Pearson,Blue
Robert Whittaker,Bradley Scott,Red
Colin Fletcher,Norman Parke,Blue
Hector Lombard,Rousimar Palhares,Red
Chad Mendes,Yaotzin Meza,Red
Mike Pierce,Seth Baczynski,Red
Benny Alloway,Manuel Rodriguez,Red
Brendan Loughnane,Mike Wilkinson,Blue
Nick Penner,Cody Donovan,Blue
Benson Henderson,Nate Diaz,Red
Mauricio Rua,Alexander Gustafsson,Blue
BJ Penn,Rory MacDonald,Blue
Mike Swick,Matt Brown,Blue
Yves Edwards,Jeremy Stephens,Red
Raphael Assuncao,Mike Easton,Red
Ramsey Nijem,Joe Proctor,Red
Daron Cruickshank,Henry Martinez,Red
Marcus LeVesseur,Abel Trujillo,Blue
Dennis Siver,Nam Phan,Red
Scott Jorgensen,John Albert,Red
Georges St-Pierre,Carlos Condit,Red
Johny Hendricks,Martin Kampmann,Red
Francis Carmont,Tom Lawlor,Red
Mark Bocek,Rafael Dos Anjos,Blue
Mark Hominick,Pablo Garza,Blue
Patrick Cote,Alessio Sakara,Red
Cyrille Diabate,Chad Griggs,Red
Sam Stout,John Makdessi,Blue
Antonio Carvalho,Rodrigo Damm,Red
Matthew Riddle,John Maguire,Red
Ivan Menjivar,Azamat Gashimov,Red
Steven Siler,Darren Elkins,Blue
Rich Franklin,Cung Le,Blue
Dong Hyun Kim,Paulo Thiago,Red
Takanori Gomi,Mac Danzig,Red
Tiequan Zhang,Jon Tuck,Blue
Takeya Mizugaki,Jeff Hougland,Red
Alex Caceres,Motonobu Tezuka,Red
Yasuhiro Urushitani,John Lineker,Blue
Riki Fukuda,Tom DeBlass,Red
Anderson Silva,Stephan Bonnar,Red
Minotauro Nogueira,Dave Herman,Red
Glover Teixeira,Fabio Maldonado,Red
Jon Fitch,Erick Silva,Red
Phil Davis,Wagner Prado,Red
Demian Maia,Rick Story,Red
Rony Jason,Sam Sicilia,Red
Gleison Tibau,Francisco Trinaldo,Red
Diego Brandao,Joey Gambino,Red
Sergio Moraes,Renee Forte,Red
Luiz Cane,Chris Camozzi,Blue
Cristiano Marcello,Reza Madadi,Red
Travis Browne,Antonio Silva,Blue
Jake Ellenberger,Jay Hieron,Red
John Dodson,Jussier Formiga,Red
Josh Neer,Justin Edwards,Blue
Michael Johnson,Danny Castillo,Red
Aaron Simpson,Mike Pierce,Blue
Marcus LeVesseur,Carlo Prater,Red
Jacob Volkmann,Shane Roller,Red
Bart Palaszewski,Diego Nunes,Blue
Darren Uyenoyama,Phil Harris,Red
Stefan Struve,Stipe Miocic,Red
Dan Hardy,Amir Sadollah,Red
Brad Pickett,Yves Jabouin,Red
Paul Sass,Matt Wiman,Blue
John Hathaway,John Maguire,Red
Che Mills,Duane Ludwig,Red
Kyle Kingsbury,Jimi Manuwa,Blue
Andy Ogle,Akira Corassani,Blue
Tom Watson,Brad Tavares,Blue
DaMarques Johnson,Gunnar Nelson,Blue
Jason Young,Robert Peralta,Blue
Jon Jones,Vitor Belfort,Red
Joseph Benavidez,Demetrious Johnson,Blue
Michael Bisping,Brian Stann,Red
Matt Hamill,Roger Hollett,Red
Cub Swanson,Charles Oliveira,Red
Igor Pokrajac,Vinny Magalhaes,Blue
TJ Grant,Evan Dunham,Red
Sean Pierson,Lance Benoist,Red
Jimy Hettes,Marcus Brimage,Blue
Seth Baczynski,Simeon Thoresen,Red
Mitch Gagnon,Walel Watson,Red
Kyle Noke,Charlie Brenneman,Red
Benson Henderson,Frankie Edgar,Red
Donald Cerrone,Melvin Guillard,Red
Yushin Okami,Buddy Roberts,Red
Justin Lawrence,Max Holloway,Blue
Dennis Bermudez,Tommy Hayden,Red
Jared Hamman,Michael Kuiper,Blue
Ken Stone,Erik Perez,Blue
Dustin Pague,Chico Camus,Blue
Nik Lentz,Eiji Mitsuoka,Red
Mauricio Rua,Brandon Vera,Red
Lyoto Machida,Ryan Bader,Red
Joe Lauzon,Jamie Varner,Red
Mike Swick,DaMarques Johnson,Red
Cole Miller,Nam Phan,Blue
Josh Grispi,Rani Yahya,Blue
Philip De Fries,Oli Thompson,Red
Manvel Gamburyan,Michihiro Omigawa,Red
John Moraga,Ulysses Gomez,Red
Urijah Faber,Renan Barao,Blue
Hector Lombard,Tim Boetsch,Blue
Cheick Kongo,Shawn Jordan,Red
Brian Ebersole,James Head,Blue
Court McGee,Nick Ring,Blue
Anthony Perosh,Ryan Jimmo,Blue
Bryan Caraway,Mitch Gagnon,Red
Antonio Carvalho,Daniel Pineda,Red
Mitch Clarke,Anton Kuivanen,Blue
Mark Munoz,Chris Weidman,Blue
James Te Huna,Joey Beltran,Red
Aaron Simpson,Kenny Robertson,Red
Karlos Vemola,Francis Carmont,Blue
TJ Dillashaw,Vaughan Lee,Red
Rafael Dos Anjos,Anthony Njokuani,Red
Damacio Page,Alex Caceres,Blue
Chris Cariaso,Josh Ferguson,Red
Rafael Natal,Andrew Craig,Blue
Marcelo Guimaraes,Dan Stittgen,Red
Raphael Assuncao,Issei Tamura,Red
Anderson Silva,Chael Sonnen,Red
Forrest Griffin,Tito Ortiz,Red
Cung Le,Patrick Cote,Red
Dong Hyun Kim,Demian Maia,Blue
Chad Mendes,Cody McKenzie,Red
Ivan Menjivar,Mike Easton,Blue
Melvin Guillard,Fabricio Camoes,Red
Gleison Tibau,Khabib Nurmagomedov,Blue
Costas Philippou,Riki Fukuda,Red
John Alessio,Shane Roller,Blue
Rafaello Oliveira,Yoislandy Izquierdo,Red
Wanderlei Silva,Rich Franklin,Blue
Cezar Ferreira,Sergio Moraes,Red
Godofredo Pepey,Rony Jason,Blue
Fabricio Werdum,Mike Russow,Red
Iuri Alcantara,Hacran Dias,Blue
Anistavio Medeiros,Rodrigo Damm,Blue
Delson Heleno,Francisco Trinaldo,Blue
John Teixeira,Hugo Viana,Blue
Thiago Perpetuo,Leonardo Mafra,Red
Marcos Vinicius,Wagner Campos,Red
Gray Maynard,Clay Guida,Red
Sam Stout,Spencer Fisher,Red
Brian Ebersole,TJ Waldburger,Red
Ross Pearson,Cub Swanson,Blue
Hatsu Hioki,Ricardo Lamas,Blue
Ramsey Nijem,CJ Keith,Red
Rick Story,Brock Jardine,Red
Steven Siler,Joey Gambino,Red
Nick Catone,Chris Camozzi,Blue
Matt Brown,Luis Ramos,Red
Dan Miller,Ricardo Funch,Red
Ken Stone,Dustin Pague,Red
Demetrious Johnson,Ian McCall,Red
Erick Silva,Charlie Brenneman,Red
Mike Pyle,Josh Neer,Red
Eddie Wineland,Scott Jorgensen,Red
Mike Pierce,Carlos Eduardo Rocha,Red
Seth Baczynski,Lance Benoist,Red
Leonard Garcia,Matt Grice,Blue
Dustin Pague,Jared Papazian,Red
Tim Means,Justin Salas,Red
Buddy Roberts,Caio Magalhaes,Red
Henry Martinez,Bernardo Magalhaes,Red
Jake Hecht,Sean Pierson,Blue
Jake Ellenberger,Martin Kampmann,Blue
Michael Chiesa,Al Iaquinta,Red
Jonathan Brookins,Charles Oliveira,Blue
Max Holloway,Pat Schilling,Red
Justin Lawrence,John Cofer,Red
Daron Cruickshank,Chris Tickle,Red
Myles Jury,Chris Saunders,Red
Cristiano Marcello,Sam Sicilia,Blue
Joe Proctor,Jeremy Larsen,Red
John Albert,Erik Perez,Blue
Junior Dos Santos,Frank Mir,Red
Cain Velasquez,Antonio Silva,Red
Roy Nelson,Dave Herman,Red
Stipe Miocic,Shane del Rosario,Red
Stefan Struve,Lavar Johnson,Red
Diego Brandao,Darren Elkins,Blue
Edson Barboza,Jamie Varner,Blue
Jason Miller,CB Dollaway,Blue
Dan Hardy,Duane Ludwig,Red
Jacob Volkmann,Paul Sass,Blue
Kyle Kingsbury,Glover Teixeira,Blue
Mike Brown,Daniel Pineda,Red
Chan Sung Jung,Dustin Poirier,Red
Amir Sadollah,Jorge Lopez,Red
Donald Cerrone,Jeremy Stephens,Red
Yves Jabouin,Jeff Hougland,Red
Igor Pokrajac,Fabio Maldonado,Red
Jason MacDonald,Tom Lawlor,Blue
Brad Tavares,Dongi Yang,Red
Cody McKenzie,Marcus LeVesseur,Red
TJ Grant,Carlo Prater,Red
Rafael Dos Anjos,Kamal Shalorus,Red
Jeff Curran,Johnny Eduardo,Blue
Alex Soto,Francisco Rivera,Blue
Nate Diaz,Jim Miller,Red
Josh Koscheck,Johny Hendricks,Blue
Rousimar Palhares,Alan Belcher,Blue
Pat Barry,Lavar Johnson,Blue
Tony Ferguson,Michael Johnson,Blue
John Dodson,Tim Elliott,Red
John Hathaway,Pascal Krauss,Red
Louis Gaudinot,John Lineker,Red
Danny Castillo,John Cholish,Red
Dennis Bermudez,Pablo Garza,Red
Roland Delorme,Nick Denis,Red
Mike Massenzio,Karlos Vemola,Blue
Jon Jones,Rashad Evans,Red
Rory MacDonald,Che Mills,Red
Brendan Schaub,Ben Rothwell,Blue
Miguel Torres,Michael McDonald,Blue
Mark Hominick,Eddie Yagin,Blue
Mark Bocek,John Alessio,Red
Travis Browne,Chad Griggs,Red
Matt Brown,Stephen Thompson,Red
John Makdessi,Anthony Njokuani,Blue
Mac Danzig,Efrain Escudero,Red
Keith Wisniewski,Chris Clements,Blue
Marcus Brimage,Maximo Blanco,Red
Alexander Gustafsson,Thiago Silva,Red
Brian Stann,Alessio Sakara,Red
Paulo Thiago,Siyar Bahadurzada,Blue
Dennis Siver,Diego Nunes,Red
DaMarques Johnson,John Maguire,Blue
Brad Pickett,Damacio Page,Red
Papy Abedi,James Head,Blue
Cyrille Diabate,Tom DeBlass,Red
Francis Carmont,Magnus Cedenblad,Red
Reza Madadi,Yoislandy Izquierdo,Red
Simeon Thoresen,Besam Yousef,Red
Jason Young,Eric Wisely,Red
Thiago Alves,Martin Kampmann,Blue
Joseph Benavidez,Yasuhiro Urushitani,Red
Court McGee,Costas Philippou,Blue
James Te Huna,Aaron Rosa,Red
Anthony Perosh,Nick Penner,Red
Cole Miller,Steven Siler,Blue
Kyle Noke,Andrew Craig,Blue
TJ Waldburger,Jake Hecht,Red
Mackens Semerzier,Daniel Pineda,Blue
Oli Thompson,Shawn Jordan,Blue
Frankie Edgar,Benson Henderson,Blue
Rampage Jackson,Ryan Bader,Blue
Mark Hunt,Cheick Kongo,Red
Yoshihiro Akiyama,Jake Shields,Blue
Yushin Okami,Tim Boetsch,Blue
Hatsu Hioki,Bart Palaszewski,Red
Anthony Pettis,Joe Lauzon,Red
Takanori Gomi,Eiji Mitsuoka,Red
Norifumi Yamamoto,Vaughan Lee,Blue
Riki Fukuda,Steve Cantwell,Red
Takeya Mizugaki,Chris Cariaso,Blue
Tiequan Zhang,Issei Tamura,Blue
Diego Sanchez,Jake Ellenberger,Blue
Stefan Struve,Dave Herman,Red
Aaron Simpson,Ronny Markes,Blue
Stipe Miocic,Philip De Fries,Red
TJ Dillashaw,Walel Watson,Red
Ivan Menjivar,John Albert,Red
Jonathan Brookins,Vagner Rocha,Red
Anton Kuivanen,Justin Salas,Blue
Tim Means,Bernardo Magalhaes,Red
Nick Diaz,Carlos Condit,Blue
Roy Nelson,Fabricio Werdum,Blue
Josh Koscheck,Mike Pierce,Red
Renan Barao,Scott Jorgensen,Red
Ed Herman,Clifford Starks,Red
Dustin Poirier,Max Holloway,Red
Alex Caceres,Edwin Figueroa,Blue
Matt Brown,Chris Cope,Red
Matthew Riddle,Henry Martinez,Red
Rafael Natal,Michael Kuiper,Red
Dan Stittgen,Stephen Thompson,Blue
Rashad Evans,Phil Davis,Red
Chael Sonnen,Michael Bisping,Red
Demian Maia,Chris Weidman,Blue
Evan Dunham,Nik Lentz,Red
Mike Russow,Jon Olav Einemo,Red
Cub Swanson,George Roop,Red
Charles Oliveira,Eric Wisely,Red
Michael Johnson,Shane Roller,Red
Joey Beltran,Lavar Johnson,Blue
Chris Camozzi,Dustin Jacoby,Red
Melvin Guillard,Jim Miller,Blue
Duane Ludwig,Josh Neer,Blue
Mike Easton,Jared Papazian,Red
Pat Barry,Christian Morecraft,Red
Jorge Rivera,Eric Schafer,Red
Kamal Shalorus,Khabib Nurmagomedov,Blue
Charlie Brenneman,Daniel Roberts,Red
Fabricio Camoes,Tommy Hayden,Red
Daniel Pineda,Pat Schilling,Red
Joseph Sandoval,Nick Denis,Blue
Jose Aldo,Chad Mendes,Red
Vitor Belfort,Anthony Johnson,Red
Rousimar Palhares,Mike Massenzio,Red
Erick Silva,Carlo Prater,Blue
Edson Barboza,Terry Etim,Red
Thiago Tavares,Sam Stout,Red
Gabriel Gonzaga,Ednaldo Oliveira,Red
Iuri Alcantara,Michihiro Omigawa,Red
Ricardo Funch,Mike Pyle,Blue
Felipe Arantes,Antonio Carvalho,Red
Brock Lesnar,Alistair Overeem,Blue
Nate Diaz,Donald Cerrone,Red
Jon Fitch,Johny Hendricks,Blue
Vladimir Matyushenko,Alexander Gustafsson,Blue
Nam Phan,Jimy Hettes,Blue
Ross Pearson,Junior Assuncao,Red
Anthony Njokuani,Danny Castillo,Blue
Dong Hyun Kim,Sean Pierson,Red
Jacob Volkmann,Efrain Escudero,Red
Manvel Gamburyan,Diego Nunes,Blue
Jon Jones,Lyoto Machida,Red
Frank Mir,Minotauro Nogueira,Red
Tito Ortiz,Rogerio Nogueira,Blue
Claude Patrick,Brian Ebersole,Blue
Mark Hominick,Chan Sung Jung,Blue
Krzysztof Soszynski,Igor Pokrajac,Blue
Jared Hamman,Costas Philippou,Blue
John Makdessi,Dennis Hallman,Blue
Walel Watson,Yves Jabouin,Blue
Mark Bocek,Nik Lentz,Red
Rich Attonito,Jake Hecht,Blue
Mitch Clarke,John Cholish,Blue
Michael Bisping,Jason Miller,Red
Diego Brandao,Dennis Bermudez,Red
TJ Dillashaw,John Dodson,Blue
Tony Ferguson,Yves Edwards,Red
Louis Gaudinot,Johnny Bedford,Blue
Marcus Brimage,Stephen Bass,Red
Dustin Pague,John Albert,Blue
Roland Delorme,Josh Ferguson,Red
Steven Siler,Josh Clopton,Red
Bryan Caraway,Dustin Neace,Red
Mauricio Rua,Dan Henderson,Blue
Wanderlei Silva,Cung Le,Red
Urijah Faber,Brian Bowles,Red
Rick Story,Martin Kampmann,Blue
Stephan Bonnar,Kyle Kingsbury,Red
Ryan Bader,Jason Brilz,Red
Michael McDonald,Alex Soto,Red
Tom Lawlor,Chris Weidman,Blue
Gleison Tibau,Rafael Dos Anjos,Red
Miguel Torres,Nick Pace,Red
Matt Brown,Seth Baczynski,Blue
Danny Castillo,Shamar Bailey,Red
Cain Velasquez,Junior Dos Santos,Blue
Clay Guida,Benson Henderson,Blue
Dustin Poirier,Pablo Garza,Red
Cub Swanson,Ricardo Lamas,Blue
DaMarques Johnson,Clay Harvison,Red
Norifumi Yamamoto,Darren Uyenoyama,Blue
Alex Caceres,Cole Escovedo,Red
Mike Pierce,Paul Bradley,Red
Aaron Rosa,Matt Lucas,Red
Chris Leben,Mark Munoz,Blue
Brad Pickett,Renan Barao,Blue
Thiago Alves,Papy Abedi,Red
Cyrille Diabate,Anthony Perosh,Blue
Terry Etim,Edward Faaloloto,Red
John Maguire,Justin Edwards,Red
Rob Broughton,Philip De Fries,Blue
Michihiro Omigawa,Jason Young,Red
Chris Cope,Che Mills,Blue
Chris Cariaso,Vaughan Lee,Red
BJ Penn,Nick Diaz,Blue
Cheick Kongo,Matt Mitrione,Red
Mirko Cro Cop,Roy Nelson,Blue
Scott Jorgensen,Jeff Curran,Red
Hatsu Hioki,George Roop,Red
Dennis Siver,Donald Cerrone,Blue
Tyson Griffin,Bart Palaszewski,Blue
Brandon Vera,Eliot Marshall,Red
Ramsey Nijem,Danny Downes,Red
Chris Camozzi,Francis Carmont,Blue
Dustin Jacoby,Clifford Starks,Blue
Frankie Edgar,Gray Maynard,Red
Jose Aldo,Kenny Florian,Red
Chael Sonnen,Brian Stann,Red
Leonard Garcia,Nam Phan,Blue
Melvin Guillard,Joe Lauzon,Blue
Demian Maia,Jorge Santiago,Red
Anthony Pettis,Jeremy Stephens,Red
Joey Beltran,Stipe Miocic,Blue
Tiequan Zhang,Darren Elkins,Blue
Aaron Simpson,Eric Schafer,Red
Steve Cantwell,Mike Massenzio,Blue
Dominick Cruz,Demetrious Johnson,Red
Pat Barry,Stefan Struve,Blue
Anthony Johnson,Charlie Brenneman,Red
Matt Wiman,Mac Danzig,Red
Yves Edwards,Rafaello Oliveira,Red
Michael Johnson,Paul Sass,Blue
Mike Easton,Byron Bloodworth,Red
Shane Roller,TJ Grant,Blue
Josh Neer,Keith Wisniewski,Red
Walel Watson,Joseph Sandoval,Red
Jon Jones,Rampage Jackson,Red
Matt Hughes,Josh Koscheck,Blue
Ben Rothwell,Mark Hunt,Blue
Travis Browne,Rob Broughton,Red
Nate Diaz,Takanori Gomi,Red
Tony Ferguson,Aaron Riley,Red
Nick Ring,Tim Boetsch,Blue
Junior Assuncao,Eddie Yagin,Red
Takeya Mizugaki,Cole Escovedo,Red
James Te Huna,Ricardo Romero,Red
Jake Shields,Jake Ellenberger,Blue
Court McGee,Dongi Yang,Red
Jonathan Brookins,Erik Koch,Blue
